Review,Clean_Reviews,Predicted_Sentiment
"gamenya sangat seru gameplay yang tidak terlalu sulit, graphic yang bagus, story yang menarik, namun, drop rate gacha nya terlalu rendah, sulit untuk mendapat senjata atau karakter bintang 5, yang dimana saya merasa bosan ketika menggunakan karakter yang itu itu saja, berharap dapat karakter b5 namun sangat sulit, mohon maaf saya uninstall.",gamenya sangat seru gameplay yang tidak terlalu sulit graphic yang bagus story yang menarik namun drop rate gacha nya terlalu rendah sulit untuk mendapat senjata atau karakter bintang 5 yang dimana saya merasa bosan ketika menggunakan karakter yang itu itu saja berharap dapat karakter b5 namun sangat sulit mohon maaf saya uninstall,0
"so.. I love this game, I played this because my friend asked me to play this. But I'm kinda bad at playing this tbh I always asked my brother to help me, and he always help me too. overall yeah it's not kinda bad, I enjoy playing it.",so i love this game i played this because my friend asked me to play this but im kinda bad at playing this tbh i always asked my brother to help me and he always help me too overall yeah its not kinda bad i enjoy playing it,1
STILL NO SKIP BUTTON,still no skip button,0
Made this game better please,made this game better please,1
good,good,1
the game is best 😄👌🏻,the game is best,1
great game so many place to explore i recently is interested in ororon but since i dont have water i cant used him plzz make the nightshade blessing active with all elements not just water,great game so many place to explore i recently is interested in ororon but since i dont have water i cant used him plzz make the nightshade blessing active with all elements not just water,1
"I've been playing for a few years now, and my experience has gone downhill. I really do not enjoy the new stories. The new characters don't feel like Genshin anymore and make me feel nothing, unfortunately. I have migrated to Honkai Star Rail, where I feel like the story lines and characters are more cohesive.",ive been playing for a few years now and my experience has gone downhill i really do not enjoy the new stories the new characters dont feel like genshin anymore and make me feel nothing unfortunately i have migrated to honkai star rail where i feel like the story lines and characters are more cohesive,0
"garbage game play, story and character atk",garbage game play story and character atk,1
that a really impressive game. and it’s performance much more greater that wuthering waves.,that a really impressive game and its performance much more greater that wuthering waves,1
